strategy,entry_signal_rule,entry_news_rule,exit_news_rule,none_streak,momentum_cutoff,entries,closed,open,deployed,ending,gain,return_pct,train_return_pct,test_return_pct
entry=fresh-only; entry-news=accelerating; exit=20none/-5%/zero,fresh-only,accelerating,zero,20,-5,60,22,38,60000,86833.13964870896695086800988,26833.13964870896695086800988,44.72189941451494491811334980,3.210735945268893103947318025,29.82136435194324966495346178
entry=fresh-only; entry-news=accelerating; exit=20none/-10%/zero,fresh-only,accelerating,zero,20,-10,60,20,40,60000,86647.36901570119808259514428,26647.36901570119808259514428,44.41228169283533013765857380,2.696105385807256471291390575,29.82136435194324966495346178
entry=fresh-only; entry-news=accelerating; exit=15none/-5%/zero,fresh-only,accelerating,zero,15,-5,62,24,38,62000,88103.97547392105358805246714,26103.97547392105358805246714,42.10318624825976385169752765,1.437494104142275478827574595,29.82136435194324966495346178
entry=fresh-or-strict; entry-news=accelerating; exit=20none/-10%/zero,fresh-or-strict,accelerating,zero,20,-10,83,24,59,83000,117762.4533978165409121469691,34762.4533978165409121469691,41.88247397327294085800839651,0.4499592570049609609152491224,29.17990702237739397430478411
entry=fresh-only; entry-news=accelerating; exit=15none/-10%/zero,fresh-only,accelerating,zero,15,-10,62,22,40,62000,87955.18555969943986809553628,25955.18555969943986809553628,41.86320251564425785176699400,1.035419092241086181812250262,29.82136435194324966495346178
entry=fresh-only; entry-news=accelerating; exit=10none/-5%/zero,fresh-only,accelerating,zero,10,-5,62,24,38,62000,87890.71244995603967273073024,25890.71244995603967273073024,41.75921362896135431085601652,0.9297249994636709185377248333,29.82136435194324966495346178
entry=fresh-only; entry-news=accelerating; exit=10none/-10%/zero,fresh-only,accelerating,zero,10,-10,62,22,40,62000,87713.28932773378377112911388,25713.28932773378377112911388,41.47304730279642543730502239,0.4594756827990478557017207381,29.82136435194324966495346178
entry=fresh-or-strict; entry-news=accelerating; exit=20none/-5%/zero,fresh-or-strict,accelerating,zero,20,-5,84,27,57,84000,118837.2584245136238464780562,34837.2584245136238464780562,41.47292669584955219818816214,0.8700658361573173957364143878,28.19302744435424437238227645
entry=fresh-only; entry-news=active; exit=20none/-5%/zero,fresh-only,active,zero,20,-5,70,27,43,70000,98830.18149266825726477122524,28830.18149266825726477122524,41.18597356095465323538746463,-0.1320465134500585048543481633,30.35390239236150490338523360
entry=fresh-only; entry-news=active; exit=20none/-10%/zero,fresh-only,active,zero,20,-10,70,24,46,70000,98783.54852039833129683765676,28783.54852039833129683765676,41.11935502914047328119665251,-0.5169178214187265936530835102,30.35390239236150490338523360
entry=fresh-only; entry-news=accelerating; exit=5none/-5%/zero,fresh-only,accelerating,zero,5,-5,62,25,37,62000,87097.30380403242557442860804,25097.30380403242557442860804,40.47952226456842834585259361,0.7053781367721021454393253095,29.82136435194324966495346178
entry=fresh-only; entry-news=accelerating; exit=5none/-10%/zero,fresh-only,accelerating,zero,5,-10,62,23,39,62000,86925.64436502677304470240362,24925.64436502677304470240362,40.20265220165608555597161874,0.2488518753851061584971591190,29.82136435194324966495346178
entry=fresh-or-strict; entry-news=active; exit=20none/-10%/zero,fresh-or-strict,active,zero,20,-10,89,27,62,89000,124696.4954415833354332480613,35696.4954415833354332480613,40.10842184447565779016636101,-1.703461108960250263790449667,29.44074916484974857926389924
entry=fresh-or-strict; entry-news=active; exit=20none/-5%/zero,fresh-or-strict,active,zero,20,-5,90,31,59,90000,125632.1628075425754672398514,35632.1628075425754672398514,39.59129200838063940804427933,-1.372606826671395240086273632,28.50786551865854086135755974
entry=fresh-only; entry-news=active; exit=15none/-10%/zero,fresh-only,active,zero,15,-10,73,27,46,73000,101051.1997545899799748835648,28051.1997545899799748835648,38.42630103368490407518296548,-1.661340177760382215397300059,30.35390239236150490338523360
entry=fresh-only; entry-news=active; exit=15none/-5%/zero,fresh-only,active,zero,15,-5,73,30,43,73000,100981.6097243573940016273009,27981.6097243573940016273009,38.3309722251471150707223300,-1.36407307556726022481799500,30.35390239236150490338523360
entry=fresh-only; entry-news=active; exit=10none/-5%/zero,fresh-only,active,zero,10,-5,73,30,43,73000,100674.3222652042622167840827,27674.3222652042622167840827,37.91003050027981125586860644,-1.886214036700951094355698255,30.35390239236150490338523360
entry=fresh-or-strict; entry-news=accelerating; exit=15none/-10%/zero,fresh-or-strict,accelerating,zero,15,-10,86,28,58,86000,118593.4642578824111317681771,32593.4642578824111317681771,37.89937704404931526949788035,-0.9585060159744322015303693333,28.67474689904022901970475854
entry=fresh-only; entry-news=active; exit=10none/-10%/zero,fresh-only,active,zero,10,-10,73,27,46,73000,100593.4985655246972964174279,27593.4985655246972964174279,37.79931310345848944714716151,-2.243001017882064362453286176,30.35390239236150490338523360
entry=fresh-or-strict; entry-news=accelerating; exit=15none/-5%/zero,fresh-or-strict,accelerating,zero,15,-5,87,31,56,87000,119697.2301201450275178219497,32697.2301201450275178219497,37.58302312660347990554247092,-0.4980882525426908195988862353,27.69861540874765739553969823
entry=fresh-or-strict; entry-news=accelerating; exit=10none/-5%/zero,fresh-or-strict,accelerating,zero,10,-5,87,31,56,87000,119694.3380533578708077634058,32694.3380533578708077634058,37.57969891190559862961311011,-0.5592233640701188300775023725,27.75995028748034527855093245
entry=fresh-or-strict; entry-news=accelerating; exit=10none/-10%/zero,fresh-or-strict,accelerating,zero,10,-10,86,28,58,86000,118218.0428496159529233914668,32218.0428496159529233914668,37.46284052280924758533891488,-1.695750398424799935900485157,28.67716815924840524988253780
entry=fresh-only; entry-news=active; exit=5none/-5%/zero,fresh-only,active,zero,5,-5,73,31,42,73000,99880.91361928064811848196046,26880.91361928064811848196046,36.82316934148033988833145268,-2.070970276564595966319086098,30.35390239236150490338523360
entry=fresh-only; entry-news=active; exit=5none/-10%/zero,fresh-only,active,zero,5,-10,73,28,45,73000,99805.85360281768656999071758,26805.85360281768656999071758,36.72034740112011858902838025,-2.416455918105310466033513431,30.35390239236150490338523360
entry=fresh-or-strict; entry-news=accelerating; exit=5none/-5%/zero,fresh-or-strict,accelerating,zero,5,-5,87,32,55,87000,118900.9294074342567094612836,31900.9294074342567094612836,36.66773495107385828673710759,-0.7439796039337637020408902157,27.75995028748034527855093245
entry=fresh-or-strict; entry-news=accelerating; exit=5none/-10%/zero,fresh-or-strict,accelerating,zero,5,-10,86,29,57,86000,117430.3978869089421969647565,31430.3978869089421969647565,36.54697428710342115926134477,-1.869205298648046039480712373,28.67716815924840524988253780
entry=fresh-or-strict; entry-news=ignore; exit=20none/-10%/zero,fresh-or-strict,ignore,zero,20,-10,109,39,70,109000,148395.7558613456197275974475,39395.7558613456197275974475,36.14289528563818323632793349,-1.961281692635323672311872901,31.03568802654019441458207943
entry=fresh-or-strict; entry-news=active; exit=15none/-10%/zero,fresh-or-strict,active,zero,15,-10,94,32,62,94000,127208.2267522797929660379851,33208.2267522797929660379851,35.32790080029765209152977138,-2.780672938099261565615048983,27.86791330844613873087232442
entry=fresh-only; entry-news=ignore; exit=20none/-10%/zero,fresh-only,ignore,zero,20,-10,91,36,55,91000,122957.0629552270473193269353,31957.0629552270473193269353,35.11765159915060144980981901,-1.024006738474599064982828746,30.42354390892755357321554561
entry=fresh-or-strict; entry-news=active; exit=15none/-5%/zero,fresh-or-strict,active,zero,15,-5,95,36,59,95000,128052.7963621762911096638662,33052.7963621762911096638662,34.79241722334346432596196442,-2.411947893234548319455615525,26.98416141720777057308947343
entry=fresh-or-strict; entry-news=active; exit=10none/-10%/zero,fresh-or-strict,active,zero,10,-10,94,32,62,94000,126675.7274630440399732799245,32675.7274630440399732799245,34.76141219472770209923396223,-3.419380762412276807463450356,27.87014086783766086263588138
entry=fresh-or-strict; entry-news=active; exit=10none/-5%/zero,fresh-or-strict,active,zero,10,-5,95,36,59,95000,128023.0091553087668486975915,33023.0091553087668486975915,34.76106226874607036705009632,-2.471270661906826543526906966,27.04068571721632607311943437
entry=fresh-or-strict; entry-news=ignore; exit=20none/-5%/zero,fresh-or-strict,ignore,zero,20,-5,111,45,66,111000,149542.1725021741071738130051,38542.1725021741071738130051,34.72267792988658303947117577,-1.406052865119885152690964958,30.18938765511474122632532232
entry=strict-only; entry-news=active; exit=20none/-10%/zero,strict-only,active,zero,20,-10,58,15,43,58000,77855.89443301972463832614195,19855.89443301972463832614195,34.23430074658573213504507233,-2.694583079004258961507283400,25.36181127344487872104649931
entry=fresh-only; entry-news=ignore; exit=20none/-5%/zero,fresh-only,ignore,zero,20,-5,92,41,51,92000,123214.4452023662206994842714,31214.4452023662206994842714,33.92874478518067467335246891,-0.3982726630206921619179959841,30.42354390892755357321554561
entry=fresh-or-strict; entry-news=active; exit=5none/-5%/zero,fresh-or-strict,active,zero,5,-5,95,37,58,95000,127229.6005093851527503954694,32229.6005093851527503954694,33.92589527303700289515312568,-2.630975208229638212512208322,27.04068571721632607311943437
entry=fresh-or-strict; entry-news=active; exit=5none/-10%/zero,fresh-or-strict,active,zero,5,-10,94,33,61,94000,125888.0825003370292468532142,31888.0825003370292468532142,33.92349202163513749665235553,-3.569316354130675981744663746,27.87014086783766086263588138
entry=any-signal; entry-news=accelerating; exit=20none/-10%/zero,any-signal,accelerating,zero,20,-10,133,34,99,133000,178059.5304023209446088874393,45059.5304023209446088874393,33.87934616715860496908830023,-1.088397843855507500807258395,25.72904590045015682707446060
entry=strict-only; entry-news=active; exit=20none/-5%/zero,strict-only,active,zero,20,-5,59,16,43,59000,78721.98927797604005960795079,19721.98927797604005960795079,33.42710047114583060950500134,-2.541130452635496495641236280,24.29768016299099082011900992
entry=fresh-only; entry-news=ignore; exit=15none/-10%/zero,fresh-only,ignore,zero,15,-10,94,39,55,94000,125368.6627549656266131789245,31368.6627549656266131789245,33.37091782443151767359460053,-1.684876058237977990916481600,30.42354390892755357321554561
entry=fresh-only; entry-news=ignore; exit=10none/-10%/zero,fresh-only,ignore,zero,10,-10,94,39,55,94000,124893.8512714760748477027632,30893.8512714760748477027632,32.86579922497454771032208851,-2.167579631909250270929677477,30.42354390892755357321554561
entry=fresh-or-strict; entry-news=accelerating; exit=20none/0%/zero,fresh-or-strict,accelerating,zero,20,0,87,33,54,87000,115411.9276310177261101744389,28411.9276310177261101744389,32.65738808162957024157981483,-2.658408445756986071949243360,28.47906141531327900530105789
entry=fresh-or-strict; entry-news=ignore; exit=15none/-10%/zero,fresh-or-strict,ignore,zero,15,-10,114,44,70,114000,150981.9329325935555489521566,36981.9329325935555489521566,32.44029204613469784995803211,-2.655118896197911958354862521,29.62802606720912532239090540
entry=strict-only; entry-news=ignore; exit=20none/-10%/zero,strict-only,ignore,zero,20,-10,66,18,48,66000,87373.15124489250602719210066,21373.15124489250602719210066,32.38356249226137276847287979,-1.894055815617128014445990036,25.27241002269898127444062730
entry=any-signal; entry-news=active; exit=20none/-10%/zero,any-signal,active,zero,20,-10,142,39,103,142000,187945.4994344937272954509661,45945.4994344937272954509661,32.35598551724910372919082120,-2.100306007770907532148746021,27.27724125943791100665108205
entry=fresh-only; entry-news=accelerating; exit=20none/0%/zero,fresh-only,accelerating,zero,20,0,63,28,35,63000,83320.61541472520378652624812,20320.61541472520378652624812,32.25494510273841870877182241,-1.149370986556149556845213561,29.44226243677861736913544291
entry=fresh-only; entry-news=ignore; exit=5none/-10%/zero,fresh-only,ignore,zero,5,-10,94,40,54,94000,124106.2063087690641212760529,30106.2063087690641212760529,32.02787905188198310774048181,-2.303675015161335675277240400,30.42354390892755357321554561
entry=fresh-or-strict; entry-news=ignore; exit=10none/-10%/zero,fresh-or-strict,ignore,zero,10,-10,114,44,70,114000,150425.5685918485100644424957,36425.5685918485100644424957,31.95225315074430707407236465,-3.194773568484142204520042274,29.62998006667537280639402551
entry=fresh-only; entry-news=ignore; exit=15none/-5%/zero,fresh-only,ignore,zero,15,-5,95,44,51,95000,125123.5634836567113445085535,30123.5634836567113445085535,31.70901419332285404685110895,-1.729532623154548001721042892,30.42354390892755357321554561
entry=fresh-only; entry-news=ignore; exit=10none/-5%/zero,fresh-only,ignore,zero,10,-5,95,44,51,95000,125068.7801843179350181239974,30068.7801843179350181239974,31.65134756243993159802526042,-1.750744516021973978652683662,30.42354390892755357321554561
entry=strict-only; entry-news=ignore; exit=20none/-5%/zero,strict-only,ignore,zero,20,-5,67,19,48,67000,88182.10324686068494014254390,21182.10324686068494014254390,31.61507947292639543304857299,-1.961126124174077628249039357,24.32850239675654530576298940
entry=fresh-or-strict; entry-news=ignore; exit=5none/-10%/zero,fresh-or-strict,ignore,zero,5,-10,114,45,69,114000,149637.9236291414993380157854,35637.9236291414993380157854,31.26133651679078889299630298,-3.315954389188053865925406493,29.62998006667537280639402551
entry=any-signal; entry-news=accelerating; exit=20none/-5%/zero,any-signal,accelerating,zero,20,-5,141,46,95,141000,185043.0899478907859107275262,44043.0899478907859107275262,31.23623400559630206434576326,-1.046858298018184811210170244,25.22395791168355924892001894
entry=fresh-or-strict; entry-news=active; exit=20none/0%/zero,fresh-or-strict,active,zero,20,0,93,37,56,93000,122040.5959853427417988892153,29040.5959853427417988892153,31.22644729606746429988087667,-4.400130212459469517793779379,28.46019070752670452160393634
entry=any-signal; entry-news=accelerating; exit=15none/-10%/zero,any-signal,accelerating,zero,15,-10,140,42,98,140000,183488.6395704850270765551887,43488.6395704850270765551887,31.06331397891787648325370621,-1.435989096098457078420648393,25.45241059481313792336492274
entry=fresh-or-strict; entry-news=ignore; exit=10none/-5%/zero,fresh-or-strict,ignore,zero,10,-5,116,50,66,116000,151867.3137602288181269678935,35867.3137602288181269678935,30.92009806916277424738611509,-2.306109613448712867498140712,28.87028951701113511313373341
entry=fresh-only; entry-news=ignore; exit=5none/-5%/zero,fresh-only,ignore,zero,5,-5,95,45,50,95000,124275.3715383943209198218752,29275.3715383943209198218752,30.81618056673086412612828968,-1.895707104222679955116264892,30.42354390892755357321554561
entry=fresh-or-strict; entry-news=ignore; exit=15none/-5%/zero,fresh-or-strict,ignore,zero,15,-5,116,50,66,116000,151651.3515643670103342170819,35651.3515643670103342170819,30.73392376238535373639403612,-2.604059923445577670589373890,28.82058711527947424241773331
entry=any-signal; entry-news=accelerating; exit=10none/-10%/zero,any-signal,accelerating,zero,10,-10,140,44,96,140000,182912.9460120764678084797491,42912.9460120764678084797491,30.65210429434033414891410650,-1.847228295814580255105225933,25.42061264529104559982177488
entry=strict-only; entry-news=accelerating; exit=20none/-10%/zero,strict-only,accelerating,zero,20,-10,53,14,39,53000,69133.53065401334139386845821,16133.53065401334139386845821,30.44062387549687055446878908,-6.239991708877225173546633136,25.80489987075651005427895791
entry=fresh-only; entry-news=active; exit=20none/0%/zero,fresh-only,active,zero,20,0,73,33,40,73000,95120.09617876790670715977592,22120.09617876790670715977592,30.30150161475055713309558345,-3.668784847228651401699693340,29.53567968434640531876262253
entry=fresh-or-strict; entry-news=ignore; exit=5none/-5%/zero,fresh-or-strict,ignore,zero,5,-5,116,51,65,116000,151073.9051143052040286657714,35073.9051143052040286657714,30.23612509853896899022911328,-2.435185890613725038321877397,28.87028951701113511313373341
entry=any-signal; entry-news=accelerating; exit=5none/-10%/zero,any-signal,accelerating,zero,5,-10,140,45,95,140000,182056.6850373964400515674579,42056.6850373964400515674579,30.04048931242602860826246993,-1.972071655190753860886020292,25.36588952476476222581392976
entry=any-signal; entry-news=active; exit=20none/-5%/zero,any-signal,active,zero,20,-5,150,52,98,150000,194840.0752970886969076426327,44840.0752970886969076426327,29.89338353139246460509508847,-1.995895254543064729462393063,26.71412279853718918360439045
entry=strict-only; entry-news=active; exit=15none/-10%/zero,strict-only,active,zero,15,-10,61,18,43,61000,79104.00182315340195409020907,18104.00182315340195409020907,29.67869151336623271162329356,-4.022128630349857574312626692,23.51995523050221347402763192
entry=strict-only; entry-news=accelerating; exit=20none/-5%/zero,strict-only,accelerating,zero,20,-5,54,15,39,54000,69999.62549896965681515026705,15999.62549896965681515026705,29.62893610920306817620419824,-6.065613724367267825971579636,24.61022395366020040510306814
entry=any-signal; entry-news=active; exit=15none/-10%/zero,any-signal,active,zero,15,-10,150,47,103,150000,194268.3853420894511835056499,44268.3853420894511835056499,29.51225689472630078900376660,-2.341482033552032060004814684,26.41429233545512540933776978
entry=strict-only; entry-news=accelerating; exit=20none/0%/zero,strict-only,accelerating,zero,20,0,54,16,38,54000,69930.11560206228367851089064,15930.11560206228367851089064,29.50021407789311792316831600,-6.065613724367267825971579636,24.98365719352338450919147725
entry=strict-only; entry-news=active; exit=5none/-5%/zero,strict-only,active,zero,5,-5,62,19,43,62000,80271.19392569239324396202857,18271.19392569239324396202857,29.46966762208450523219682027,-2.830093090963520184237007269,22.59995848409455767831221422
entry=strict-only; entry-news=active; exit=10none/-5%/zero,strict-only,active,zero,10,-5,62,19,43,62000,80271.19392569239324396202857,18271.19392569239324396202857,29.46966762208450523219682027,-2.830093090963520184237007269,22.59995848409455767831221422
entry=strict-only; entry-news=active; exit=5none/-10%/zero,strict-only,active,zero,5,-10,61,18,43,61000,78969.60673024775214301960309,17969.60673024775214301960309,29.45837168893074121806492310,-4.546023451624728095750956423,23.52575924154318195533759238
entry=strict-only; entry-news=active; exit=10none/-10%/zero,strict-only,active,zero,10,-10,61,18,43,61000,78969.60673024775214301960309,17969.60673024775214301960309,29.45837168893074121806492310,-4.546023451624728095750956423,23.52575924154318195533759238
entry=any-signal; entry-news=accelerating; exit=20none/0%/zero,any-signal,accelerating,zero,20,0,146,56,90,146000,188567.7026987106963306735996,42567.7026987106963306735996,29.15596075254157282922849288,-0.8928948701437408936772323448,25.38211787209620192829863929
entry=any-signal; entry-news=active; exit=10none/-10%/zero,any-signal,active,zero,10,-10,150,49,101,150000,193698.2309673068693377611463,43698.2309673068693377611463,29.13215397820457955850743087,-2.714219752991107215276620041,26.34793855791761073596846404
entry=strict-only; entry-news=active; exit=15none/-5%/zero,strict-only,active,zero,15,-5,62,19,43,62000,80036.03822246140597541063807,18036.03822246140597541063807,29.09038422977646125066231947,-3.620956665181091356985196231,22.52670185549702199134273661
entry=any-signal; entry-news=ignore; exit=20none/-10%/zero,any-signal,ignore,zero,20,-10,176,58,118,176000,226812.1833473687317014054308,50812.1833473687317014054308,28.87055872009587028488944932,-1.575016415924772146081551818,25.41301123808604485973357602
entry=any-signal; entry-news=accelerating; exit=15none/-5%/zero,any-signal,accelerating,zero,15,-5,147,53,94,147000,189437.7137567977253450098394,42437.7137567977253450098394,28.86919303183518730953050299,-1.418202691038641851997823618,24.95057713905403468525412271
entry=any-signal; entry-news=accelerating; exit=10none/-5%/zero,any-signal,accelerating,zero,10,-5,147,55,92,147000,189308.0604049562663710372808,42308.0604049562663710372808,28.78099347275936487825665361,-1.468809639914689116118945360,24.95175753400702843508619024
entry=any-signal; entry-news=active; exit=5none/-10%/zero,any-signal,active,zero,5,-10,150,50,100,150000,192841.9699926268415808488551,42841.9699926268415808488551,28.56131332841789438723257007,-2.827597905893958755220402673,26.29628977000516350656780124
entry=fresh-only; entry-news=accelerating; exit=15none/0%/zero,fresh-only,accelerating,zero,15,0,65,31,34,65000,83554.71949467020645613989820,18554.71949467020645613989820,28.54572229949262531713830492,-2.778828775628482456121045023,29.44226243677861736913544291
entry=strict-only; entry-news=ignore; exit=15none/-10%/zero,strict-only,ignore,zero,15,-10,69,21,48,69000,88608.81385891822992372944212,19608.81385891822992372944212,28.41857081002642017931803206,-3.154786478002232731779534414,23.63719134565540988701509789
entry=fresh-only; entry-news=accelerating; exit=10none/0%/zero,fresh-only,accelerating,zero,10,0,65,31,34,65000,83456.55005312774478652766148,18456.55005312774478652766148,28.39469238942729967158101766,-3.061049424674018662597771953,29.44226243677861736913544291
entry=fresh-or-strict; entry-news=accelerating; exit=15none/0%/zero,fresh-or-strict,accelerating,zero,15,0,90,38,52,90000,115554.7426239988291275105898,25554.7426239988291275105898,28.39415847110981014167843311,-3.883431152308931611922523673,27.96750533998024059835500040
entry=fresh-only; entry-news=accelerating; exit=5none/0%/zero,fresh-only,accelerating,zero,5,0,65,31,34,65000,83441.09523918162843089605468,18441.09523918162843089605468,28.37091575258712066291700720,-3.096990852455684605927090093,29.44226243677861736913544291
entry=strict-only; entry-news=ignore; exit=5none/-10%/zero,strict-only,ignore,zero,5,-10,69,21,48,69000,88474.41876601258011265883612,19474.41876601258011265883612,28.22379531306171030820121177,-3.624485283283151130310450724,23.64235046658071520373506273
entry=strict-only; entry-news=ignore; exit=10none/-10%/zero,strict-only,ignore,zero,10,-10,69,21,48,69000,88474.41876601258011265883612,19474.41876601258011265883612,28.22379531306171030820121177,-3.624485283283151130310450724,23.64235046658071520373506273
entry=any-signal; entry-news=accelerating; exit=5none/-5%/zero,any-signal,accelerating,zero,5,-5,147,57,90,147000,188420.9297362308767030142794,41420.9297362308767030142794,28.17750322192576646463556422,-1.559407762404677599860699404,24.82550415034097584227201859
entry=strict-only; entry-news=ignore; exit=5none/-5%/zero,strict-only,ignore,zero,5,-5,70,22,48,70000,89712.18532825515275458749572,19712.18532825515275458749572,28.16026475465021822083927960,-2.306136108904373206241964759,22.81464563439742979924728063
entry=strict-only; entry-news=ignore; exit=10none/-5%/zero,strict-only,ignore,zero,10,-5,70,22,48,70000,89712.18532825515275458749572,19712.18532825515275458749572,28.16026475465021822083927960,-2.306136108904373206241964759,22.81464563439742979924728063
entry=fresh-or-strict; entry-news=accelerating; exit=5none/0%/zero,fresh-or-strict,accelerating,zero,5,0,90,38,52,90000,115272.9360735033493493412440,25272.9360735033493493412440,28.08104008167038816593471556,-3.970441536418222390134051423,28.02513151097474386130252555
entry=fresh-or-strict; entry-news=accelerating; exit=10none/0%/zero,fresh-or-strict,accelerating,zero,10,0,90,38,52,90000,115235.2730999298386916217642,25235.2730999298386916217642,28.03919233325537632402418244,-3.940720740367998629304038385,27.91211494178404808821510734
entry=fresh-or-strict; entry-news=ignore; exit=20none/0%/zero,fresh-or-strict,ignore,zero,20,0,114,51,63,114000,145956.2512439378094628229455,31956.2512439378094628229455,28.03179933678755216037100482,-3.739281323782881389838336042,30.14756764534997250724319656
entry=strict-only; entry-news=active; exit=20none/0%/zero,strict-only,active,zero,20,0,59,18,41,59000,75486.39332471762807478765842,16486.39332471762807478765842,27.94303953341970860133501427,-7.064552701299854228950366440,24.23464093302302196713643572
entry=any-signal; entry-news=active; exit=20none/0%/zero,any-signal,active,zero,20,0,156,63,93,156000,199521.2440215915921539330393,43521.2440215915921539330393,27.89823334717409753457246109,-1.723625542020054594863182250,26.86517444612229736053902787
entry=strict-only; entry-news=ignore; exit=15none/-5%/zero,strict-only,ignore,zero,15,-5,70,22,48,70000,89477.02962502416548603610524,19477.02962502416548603610524,27.82432803574880783719443606,-3.015186209927023223188616931,22.74935168282136538260057233
entry=any-signal; entry-news=active; exit=15none/-5%/zero,any-signal,active,zero,15,-5,157,59,98,157000,200004.2666909978668330320493,43004.2666909978668330320493,27.39125266942539288728156006,-2.260607786500546262732120490,25.86701906771977589096174489
entry=any-signal; entry-news=active; exit=10none/-5%/zero,any-signal,active,zero,10,-5,157,61,96,157000,199890.6322995928299857771525,42890.6322995928299857771525,27.31887407617377706100455573,-2.308508990169421462404939969,25.79079312698590574131574933
entry=any-signal; entry-news=ignore; exit=15none/-10%/zero,any-signal,ignore,zero,15,-10,184,66,118,184000,233301.7834323786600854683856,49301.7834323786600854683856,26.79444751759709787253716609,-1.535669465081854456634548871,24.65194148257991565639214844
entry=fresh-only; entry-news=accelerating; exit=20none/-10%/cooling,fresh-only,accelerating,cooling,20,-10,64,35,29,64000,81138.76081699778827015324434,17138.76081699778827015324434,26.77931377655904417211444428,2.623510353368246768579728293,29.45605078677351322208822857
entry=any-signal; entry-news=active; exit=5none/-5%/zero,any-signal,active,zero,5,-5,157,63,94,157000,199002.8729198458404802586723,42002.8729198458404802586723,26.75342224194002578360424987,-2.391428418779308797124980765,25.67155382019018940365792044
entry=fresh-only; entry-news=active; exit=15none/0%/zero,fresh-only,active,zero,15,0,76,37,39,76000,96309.62264750217965586733942,20309.62264750217965586733942,26.72318769408181533666755187,-4.82398906774523912592799900,28.85462447318849801962983787
entry=strict-only; entry-news=accelerating; exit=15none/-10%/zero,strict-only,accelerating,zero,15,-10,55,17,38,55000,69618.80984476949353089183941,14618.80984476949353089183941,26.57965426321726096525788984,-7.600049800312887923340954348,25.16636408611535076196482843
entry=fresh-only; entry-news=active; exit=10none/0%/zero,fresh-only,active,zero,10,0,76,37,39,76000,96168.44913031938736645937330,20168.44913031938736645937330,26.53743306620972021902549118,-5.159342424096679504634699692,28.90978024022648473468743673
entry=fresh-only; entry-news=active; exit=5none/0%/zero,fresh-only,active,zero,5,0,76,37,39,76000,96152.99431637327101082776652,20152.99431637327101082776652,26.51709778470167238266811384,-5.189063220146903265464712731,28.90978024022648473468743673
entry=any-signal; entry-news=ignore; exit=10none/-10%/zero,any-signal,ignore,zero,10,-10,184,68,116,184000,232765.9466205132132296310356,48765.9466205132132296310356,26.50323185897457240740817152,-1.794351192873036458192142984,24.59476701926175196222185413
entry=strict-only; entry-news=ignore; exit=20none/0%/zero,strict-only,ignore,zero,20,0,67,21,46,67000,84720.63978198524960693659460,17720.63978198524960693659460,26.44871609251529792080088746,-6.288020469290682445122845393,24.27246752567390632533403456
entry=strict-only; entry-news=accelerating; exit=5none/-5%/zero,strict-only,accelerating,zero,5,-5,56,18,38,56000,70788.98049265114923945982885,14788.98049265114923945982885,26.40889373687705221332112295,-6.239581167342835140228645565,24.07285643449515562551290281
entry=strict-only; entry-news=accelerating; exit=10none/-5%/zero,strict-only,accelerating,zero,10,-5,56,18,38,56000,70788.98049265114923945982885,14788.98049265114923945982885,26.40889373687705221332112295,-6.239581167342835140228645565,24.07285643449515562551290281
entry=strict-only; entry-news=accelerating; exit=5none/-10%/zero,strict-only,accelerating,zero,5,-10,55,17,38,55000,69484.41475186384371982123341,14484.41475186384371982123341,26.33529954884335221785678802,-8.192278728710567643227761870,25.17299724159074331203335471
entry=strict-only; entry-news=accelerating; exit=10none/-10%/zero,strict-only,accelerating,zero,10,-10,55,17,38,55000,69484.41475186384371982123341,14484.41475186384371982123341,26.33529954884335221785678802,-8.192278728710567643227761870,25.17299724159074331203335471
entry=fresh-or-strict; entry-news=active; exit=15none/0%/zero,fresh-or-strict,active,zero,15,0,98,43,55,98000,123744.0728373261567873054877,25744.0728373261567873054877,26.26946207890424161969947724,-5.337602661400790170448074750,26.92162199713453460833369512
entry=strict-only; entry-news=accelerating; exit=15none/-5%/zero,strict-only,accelerating,zero,15,-5,56,18,38,56000,70550.84624407749755221226841,14550.84624407749755221226841,25.98365400728124562895047930,-7.146551057078630460275163348,23.98942527414796220424210892
entry=fresh-or-strict; entry-news=active; exit=5none/0%/zero,fresh-or-strict,active,zero,5,0,98,43,55,98000,123444.4460895467467695455881,25444.4460895467467695455881,25.96372049953749670361794704,-5.419380872024935289661344967,26.60655232484324119335875602
entry=any-signal; entry-news=ignore; exit=5none/-10%/zero,any-signal,ignore,zero,5,-10,185,69,116,185000,232986.7794390656644271197546,47986.7794390656644271197546,25.93879969679225104168635384,-1.882240623718605922052132661,24.55259507316810238959195523
entry=strict-only; entry-news=accelerating; exit=15none/0%/zero,strict-only,accelerating,zero,15,0,56,19,37,56000,70516.07579186380221813331462,14516.07579186380221813331462,25.92156391404250396095234754,-6.960342292615781219408365826,24.34047601770161249680653119
entry=fresh-or-strict; entry-news=active; exit=10none/0%/zero,fresh-or-strict,active,zero,10,0,98,43,55,98000,123381.6696044248344862513506,25381.6696044248344862513506,25.89966286165799437372586796,-5.393622848781408030275333667,26.50239980029495293188603727
entry=any-signal; entry-news=ignore; exit=20none/-5%/zero,any-signal,ignore,zero,20,-5,189,77,112,189000,237921.1910856502448369818232,48921.1910856502448369818232,25.88422808764563218887927153,-1.35988628633595400885990500,24.98683341863796465280323917
